"x1";"x2";"x3";"x4";"x5";"x6";"x7";"x8";"x9";"x10";"x11";"x12";"x13";"x14";"x15";"x16";"x17";"x18";"x19";"x20";"x21";"x22";"x23";"x24";"x25";"x26";"x27";"x28";"x29";"x30";"x31";"x32";"x33";"x34";"x35";"x36";"x37";"x38";"x39";"x40";"x41";"x42";"x43";"x44";"x45";"x46";"x47";"x48";"x49";"x50";"x51";"x52";"x53";"x54";"x55";"x56";"x57";"x58";"x59";"x60";"x61";"x62";"x63";"x64";"x65";"x66";"x67";"x68";"x69";"x70";"x71";"x72";"x73";"x74";"x75";"x76";"x77";"x78";"x79";"x80";"x81";"x82";"x83";"x84";"x85";"x86";"x87";"x88";"x89";"x90";"x91";"x92";"x93";"x94";"x95";"x96";"x97";"x98";"x99";"x100";"x101";"x102";"x103";"x104";"x105";"x106";"x107";"x108";"x109";"x110";"x111";"x112";"x113";"x114";"x115";"x116";"x117";"x118";"x119";"x120";"x121";"x122";"x123";"x124";"x125";"x126";"x127";"x128";"x129";"x130";"x131";"x132";"x133";"x134";"x135";"x136";"x137";"x138";"x139";"x140";"x141";"x142";"x143";"x144";"x145";"x146";"x147";"x148";"x149";"x150";"x151";"x152";"x153";"x154";"x155";"x156";"x157";"x158";"x159";"x160";"x161";"x162";"x163";"x164";"x165";"x166";"x167";"x168";"x169";"x170";"x171";"x172";"x173";"x174";"x175";"x176";"x177";"x178";"x179";"x180";"x181";"x182";"x183";"x184";"x185";"x186";"x187";"x188";"x189";"x190";"x191";"x192";"x193";"x194";"x195";"x196";"x197";"x198";"x199";"x200";"y"
8,5;-3,17;-3,94;16,44;1,61;-3,73;-3,51;-9,2;-1,23;-5,41;14,5;13,79;-12,89;15,24;20,91;6,95;16,04;1,63;-0,97;26,37;3,38;6,5;17,41;-7,69;-15,08;-1,58;2,43;-18,11;-4,1;-12,64;-19,69;-0,08;3,78;21,55;-0,15;-12,25;-0,12;-1,89;15,91;-7,08;18,72;11,17;2,9;-10,55;16,95;-21,75;13,68;18,6;1,61;39,59;19,01;-8,41;4,33;5,26;7,74;19,1;27,33;7,93;30,23;-7,37;-30,31;32,45;-28,88;-10,45;-4,8;-30,88;54;55,45;9,39;24,4;45,59;31,41;-5,96;-16,28;-20,95;3,14;18,85;34,72;40,32;-12,25;23,19;19,14;-20,5;-75,32;24,75;17,1;-96,84;46,74;-9,14;-66,19;-37,35;-15,31;5,21;15,64;-42,74;-94,51;-50,19;-77,32;-30,64;4,27;153,33;-22,86;-71,75;-51,2;66,85;54,59;102,62;-10,86;-28,15;-23,93;30,24;27,19;-80,14;6,12;38,43;-15,41;-35,88;-22,28;-44,21;44,17;43,95;17,62;-4,63;58,67;-1,33;53,06;-30,01;-69,38;-90,07;62,2;-57,8;156,87;-61,8;-99,23;111,77;23,7;35,69;47,43;72,98;92,01;-66,37;78,91;-0,74;-52,28;-175,05;-60,68;459,1;46,81;-244,53;61,65;-70,97;-19,39;-240,93;351,59;-118,85;-20,12;33,07;18,24;182,79;160,11;93,34;171,83;-12,78;-38,1;13,51;-13,89;155,7;-161,99;12,49;-62,18;9,41;-78,49;25,14;-67,92;2,41;-22,31;-125,83;90,17;-24,09;46,88;261,82;-37,24;-82,93;-323,87;174,78;45,41;-176,28;59,47;362,14;-11,64;269,92;259,6;45,79;17,49;-153,41;125,57;-197,93;-252,96;42,47;-205,47;68,67
-0,72;-3,24;-5,03;7,1;3,24;0,34;-0,91;-9,34;0,74;-10,45;12,03;5,93;-6,16;3,7;11,23;-0,4;12,47;-2,03;-0,55;26,24;-2,66;-14,33;13,85;10,69;-7,44;3,75;15,03;-12,69;5,09;-15,66;-8,82;2,56;6,26;14,98;-5;5,67;-2,24;-6,82;38,51;2,63;2,53;12,49;2,97;-7,01;2,04;-8,55;-3,41;8,73;4,99;29,88;13,54;1,69;10,19;-7,71;-7,37;0,73;-1,35;-9,46;16,1;-5,46;-16,65;24,06;-24,49;-18,51;-5,12;-4,96;17,35;7,62;-7,99;24,66;54,99;2,7;-3,37;-6,08;-23,97;10,94;-40,22;18,97;5,36;2,74;4,32;2,22;-25,36;-32,63;27,76;-42,41;-73;33,94;-46,9;-45,11;-24,52;-2,6;-5,69;6,09;-41,47;-41,77;-22,43;-35,55;-0,53;-10,37;146,3;-8,12;-75,94;-18,52;5,16;20,88;54,86;-11,02;-18,99;4,72;-14,97;20,45;-91,23;11,07;54,01;9,04;-25,46;-54,86;-14,19;-17,74;51,04;13,23;-4,98;38,54;14,94;12,72;-67,52;-47,7;-31,22;-3,05;-31,67;53,98;-17,17;-91,66;84,34;26,2;28,22;2,34;80,28;-11,07;-69,79;43,84;9,63;-19,59;-32,08;-0,85;190,48;8,98;-230,69;26,3;-48,55;-19,19;-109,7;271,24;-59,88;-24,85;19,14;47,47;130,97;78,53;75,92;161,1;-0,32;-68,52;5,8;-133,46;132,81;-95,5;44,05;-69,46;28,37;-97,15;50,99;-228,65;-46,77;49,37;-78,71;26,72;-25,51;33,9;219,76;29,37;7,28;-132,04;126,53;-43,58;-137,47;54,25;189,03;-25,34;147,4;104,82;40,14;-26,3;-55,73;77,64;-141,58;-127,55;-52,22;-148,51;-3,34
-3,82;1,02;-11,94;6,95;-1,89;7,52;-0,95;-5,4;-5,69;-1,2;18,53;14,39;-3,24;12,31;7,5;-3,6;-9,44;13,42;-2,21;43,92;8,36;29,1;20,25;-15,63;5,42;-0,74;5,46;-5,81;-2,78;-28,48;1,65;-7,84;16,61;2,48;6,85;-12,58;13,08;5,06;5,77;7,36;5,44;27,85;5,33;-3,85;27,79;10,47;-7,94;24,7;22,23;17,17;18,03;-26,7;0,75;-1,08;-21,09;-5,66;-15,86;-6,87;5,82;5,34;14,07;3,57;7,75;-10,81;-19,23;7,09;21,94;5,67;-4,44;37,72;15,52;34,33;4,01;6,92;11,78;-35,93;1,39;27,35;-6,08;-41,47;17,5;5,01;-25,45;-43,08;26,96;6,31;13,64;-3,74;-42,77;-60,68;-2,59;-21,85;37,31;38,64;12,6;10,79;9,82;-21,9;6,77;-11,34;5,25;7,06;-111,02;15,66;19,1;20,35;-12,59;9,17;-27,28;-37,01;-43,76;42,49;-114,54;10,11;24,09;14,53;61,56;-31,01;-17,51;60,28;-34,08;15,05;4,4;-3,17;-0,09;31,49;-7,36;-35;45,27;9,72;39,51;51,21;-50,98;-101,77;72,42;3,56;40,11;103,12;71,16;-42,95;-82,77;83,24;-28,33;1,06;12,09;5,41;-115,09;51,31;119,5;-37,46;-37,17;15,9;87,72;-10,34;-47,28;44,28;-43,82;14,51;-72,28;-19,14;7,68;196,82;5,42;-62,76;-12,22;-76;-51,53;-83,71;81,48;19,84;124,85;4,73;26,22;-26,22;-23,31;56,89;-168,3;145,47;25,29;21,51;196,45;7,67;-6,84;123,72;187,33;53,7;-145,38;125,76;140,39;8,69;-56,82;133,32;45,19;-25,57;-50,54;113,88;63,31;-143,62;322,65;-57,28;102,63
-11,75;-5,58;-4,3;15,43;-3,64;-4,52;-1,83;-3,53;10,5;-1,24;14,49;1,46;3,71;2,72;10,93;9;6,12;-15,24;-13,12;25,38;21,21;29,64;13,5;-4,21;1,85;0,62;7,45;1,3;6,87;-20,29;-4,82;4,49;10,65;9,65;4,63;10,38;14,02;6,29;22,2;7,91;0,19;14,4;-6,33;13,08;23,59;-6,28;-4,88;11,45;17,14;41,55;35,52;-30,58;41,85;-5,83;-35,78;-28,72;-10,68;9,87;23,97;32,95;-41,95;44,33;0,49;-14,7;-10,97;-12,05;19,59;11,85;12,51;34,84;54,84;-3,4;-19,69;22,82;10,7;4,05;-56,24;14,91;29,15;10,15;7,26;15,35;-6,2;-33,17;21,28;-30,36;-27;-2,25;-28,38;-40,28;-14,68;11,48;20,61;7,2;-71,64;-39,59;-3,94;-43,14;-36,06;-7,88;107,88;-14,47;-94,39;-5,86;52;25,42;95,82;1,51;-11,29;-10,86;-30,64;36,18;-94,9;-3,07;45,47;10,85;-12,52;-35,81;-45,39;52,97;32,36;44,35;-24,94;41,72;39,8;46,56;-81,6;-79,03;11,69;-11,36;-68,35;124,31;-22,96;-94,1;133,28;-32,39;59,68;59,42;63,9;-131,5;-74,19;6;-11,21;-46,98;-20,03;8,25;83,88;57,85;-119,2;0,6;-59,22;-19,62;22,92;275,53;-102,43;37,19;11,05;50,67;-8,87;56,05;82,45;132,16;-23,19;-30,18;14,87;-14,99;89,15;-98,62;55,58;-80,8;85,89;-82,6;24,35;-236,03;-45,95;12,32;-10,79;86,51;-6,04;9,91;207,64;-12,66;-49;-8,28;84,73;-52,92;-121,78;27,69;263,08;-39,44;84,72;174,66;42,8;-163,42;-79,99;97,68;-115,96;-200,12;172,18;-215,17;34,33
13,42;-2,9;-7,25;14,92;1,66;-9,55;3,8;-6,05;9,68;2,41;26,8;13,16;-6,97;3,21;8,24;21,09;11,7;6,91;-2,97;29,52;-6,54;-7,19;19,46;-6,35;-6,22;5,97;3,23;-10,35;6,46;-11,69;-2,3;10,15;8,08;32,95;4,76;-26,54;5,15;-0,3;10,31;9,94;-5,93;7,9;10,4;1;-0,99;15,82;-5,45;10,07;-1,94;19,24;23,71;-22,08;-17,02;-11,02;8,65;10,54;18,28;15,99;-8,25;-0,58;34,68;-23,99;-20,59;15,57;-0,62;-28,7;-7,35;38,88;19,32;27,38;34,71;12,01;12,45;-6,9;-9,36;-13,99;3,67;43,61;-29,04;-38,13;5,23;20,98;-7,75;-95,33;23,5;-13,7;-60,22;31,82;-26,77;-98,54;-10,26;-25,91;3,94;8,44;-54,93;-80,68;5,18;30,41;-35,16;-24,18;118,41;-11,23;-126,14;30,03;75,93;2,59;65,62;11,83;-52,91;13,23;18,78;60,92;-85,89;11,49;37,26;13,09;-2,52;-11,85;-39,29;1,01;61,74;-9,22;-38,02;-38,37;19,9;44,8;-38,09;-134,84;-63,04;31,14;59,28;139,53;-51,1;-131,48;234,86;-2,35;-26,87;-47,5;95,18;56,66;-103;53,93;-11,44;34,43;-81,34;-34,96;340,54;-7,86;-223,05;4,54;-112,12;30,53;-186,95;292,18;-160,32;-22,13;-23,7;6,25;118,21;140,08;106,48;205,64;28,16;-98,94;62,44;26,38;124,75;-212,72;44,2;36,92;-17,61;-63,43;12,97;-114,05;-29,59;-43,78;-76,45;28,38;6,1;-67,23;372,83;6,45;-162,29;-231,49;120,71;78,63;-238,81;16,21;633,7;13,03;217,46;338,14;-13,21;23,2;-196,03;212,89;-167,36;-434,66;53,85;-195,87;43,41
6,95;20,52;8,48;-0,53;-10,68;-6,11;7,1;-2,26;-2,26;2,56;16,2;8,73;-0,51;2,83;-0,66;14,64;22,53;8,61;10,22;24,64;-3,54;2,1;11,08;-7,41;9,92;-10,24;6,28;2,06;3,39;-24,08;-35,77;10,67;16,79;15,07;-12,99;-19,67;-3,07;-2,09;-13,38;15,97;-13,54;24,78;15,23;3,78;-25,21;-13,39;-12,77;-8,64;-14,91;1,46;23,47;-20,07;-0,08;-20,22;2,06;30,83;43,34;-16,05;11,27;1,41;5,17;0,48;-15,43;46,45;-29,83;-6,6;-2,79;-17,72;16,89;36,46;-2,84;-6,42;3,66;-12,19;4,55;-17,16;44,4;31,95;-6,82;39,8;-27,21;-3,34;-3,16;-31,31;35,37;33,73;-29,45;22,63;-54,13;-73,33;17,95;10,26;-7,23;17,45;-0,61;-48,63;-11,45;36,85;35,8;-69,57;58,69;-64,6;-144,82;-17,09;29,35;15,04;42,64;-2,65;-42,2;-7,64;45,25;68,15;-113,32;21,38;24,8;51,43;-55,47;-13,93;-4,4;13,41;22,99;-32,77;-42,46;-17,41;-8,3;46,92;-10,57;-63,8;-43,35;15,16;15,85;85,84;14,92;-140,24;191,45;-4,62;-45,47;-145,16;109,66;100,68;-131,02;77,45;38,34;70,35;-125,23;-21,44;275,96;4,58;-84,67;34,92;-67,46;28,19;-167,74;104,27;-76,63;-29,67;47,74;58,19;114,65;72,8;47,74;151,56;2,88;-121,08;54,4;-73,99;77,73;-110,86;-58,31;68,77;-226,56;-4,91;50,81;164,63;30,21;63,18;-139,35;-12,52;-94,32;-75,23;285,28;-15,31;-106,41;-182,23;145,53;130,49;-207,09;69,85;375,49;-9,73;127,17;175,96;-124,37;82,12;-78,42;159,93;-94,98;-299,56;-279,59;-49,49;9,6
-8,9;-6,36;-0,77;17,08;1,58;-3,16;1,87;1,45;5,93;-13,61;12,24;9,2;-3,13;22,72;11,27;12,05;9,76;8,92;-9,68;20,24;4,22;9,31;10,02;-3,11;-1,88;4,74;4,27;-10,83;3,03;0,64;-15,12;4,5;-2,48;20,37;0,76;-12,41;14,53;6,62;16,21;-4,69;9,21;4,09;-0,37;6,01;3,3;-25,41;-4,89;21,94;5,65;36,91;14,26;-14,43;10,95;0,05;-3,47;9,09;3,79;12,46;16,84;-4,48;-28,93;19,47;-3,82;-19,05;-0,56;-24,49;54,12;27,15;10,34;18,12;19,68;39,79;-11,39;10,78;-4,14;-2,65;-9,39;28;31,63;-14,96;15;14,3;-16,23;-70,76;31,37;18,57;-37,07;17,94;-13,26;-64,55;-1,62;-14,83;10,38;-1,4;-25,76;-35,82;-38,82;-78,22;-17,89;-22,64;68,7;-19,32;-105,46;-49,58;72,59;36,85;62,87;9,82;-28,24;8,84;14,66;41,88;-63,22;1,13;38,85;13,6;-29,76;-26,37;-43,65;53,7;20,74;46,01;-19,14;68,31;-3,54;-3,74;-17,06;-81,33;-53,31;22,74;-55,38;93,2;-40,32;-77,8;196,85;-36,2;38,17;51,73;61,94;-14,02;-66,65;41,07;8,23;-60,47;-38,93;-35,95;184,72;46,23;-96,06;19,39;-90,75;-21,74;-60,51;166,4;-120,74;-30,39;0,3;45,32;51,12;90,55;40,45;159,38;-7,07;-59,67;47,38;8,25;59,38;-190,42;35,78;-86,03;31,71;-80,33;18,59;-128,52;-2,48;-103,39;13,08;126,14;-42,85;37,02;310,11;-69,11;-118,82;-126,03;79,46;66,92;-226,2;-10,1;535,31;16,61;128,12;281,78;49,42;22,93;-168,04;139,17;-94,41;-366,35;104,18;-156,27;40,72
-2,64;-2,7;0,46;8,21;2,24;8,11;-6,38;-14,41;-0,49;-7,65;7,92;9,39;-4,82;13,04;6,33;-6,66;8,13;-7,29;-7,88;31,33;12,33;-2,66;16,08;18,96;-10,78;6,74;8,6;-9,24;4,56;-14,36;-12,42;1,67;7,72;13,64;6,08;-5,83;5,41;0,65;48,36;0,33;-0,19;24,37;-11;5,5;9,34;-19,07;-5,34;4,71;-8,07;37,69;30,73;-14,58;10,58;-5,96;-19,78;-26,57;-23,86;-23,53;21,11;0,48;-19,72;22,05;-16,07;-6,77;1,23;1,82;29,09;11,72;16,65;33,35;69,77;-6,05;-11,33;11,8;-10,98;12,96;-100,14;33,29;30,93;24,29;11,44;-10,34;-31,85;-32,12;31,28;-96,86;-56,71;31,71;-37,28;-41,1;-16,34;-10,54;-8,5;30,38;-113,88;-93,27;-24,85;-58,77;7,3;-10,76;159,58;-42,58;-89,32;-35,49;10,23;31,32;147,6;-4,3;-13,13;-14,93;28,48;28,78;-110,83;14,15;37,61;6,4;-47,41;-47,19;-19,45;5,17;139,57;12,39;5,79;47,72;88,8;-6,25;-101,3;-12,18;-54,4;10,97;-50,48;119,16;-30,29;-115,34;44,53;-35,27;-2,42;-40,88;75,87;-154,13;-80,36;67,75;7,93;-1,6;7,81;-40,25;246,41;8,2;-405,19;55,12;-30,5;-40,52;-45,9;440,18;-37,88;-21,15;48,83;3,74;111,15;119,55;103,37;172,08;-7,73;-55,01;-25,09;-93,54;199,57;-48,73;-29,54;-43,31;-42,98;-130,67;38,39;-442,83;-70,7;81,4;-154,31;-33,66;-17,35;-24,93;186,99;-39,28;28,97;-199,4;188,27;-36,5;-137,21;131,48;118,98;-7,18;252,1;145,96;-2,15;-144,54;-63,79;81,48;-242,74;-98,65;-27,8;-262,54;-42,56
-3,8;-3,83;3,64;4,06;5,28;10,18;-10,24;-17,3;16,75;-4,11;20,07;12,77;5,77;11,68;-0,93;20;15,97;5,04;13,24;28,27;0,1;8,96;7,61;-11,6;1,19;18,43;12,28;4,44;6,15;-20,8;-12,1;22,07;10,44;15,92;-11,35;-12,98;-0,56;-1,97;-10,97;22,04;-18,28;-0,27;19,11;3,29;-26,69;9,74;-7,58;2,11;-8,87;-1,92;7,98;-4,77;-27,15;-17,78;-3,25;20,37;29,57;-19,48;-11,26;17,18;38,94;-41,51;17,01;24,83;-8,63;-36,07;-21,83;0,83;-7,44;16,71;-21,91;32,08;5,26;-9,93;-4,44;-2,2;41,7;22,82;-47,89;-17,75;2,94;4,47;-6,7;-30,07;32,1;74,94;3,54;21,81;-60,64;-69,86;-18,94;-3,96;-5,98;-16,84;58,79;32,01;-3,66;58,65;11,95;-66,26;23,77;7,32;-77,58;20,57;8,83;-3,38;-0,04;36,59;-34,36;50,91;-24,25;20,64;-89,48;-24,94;84,24;46,44;24,63;-32,64;-31,91;-12,69;-38,48;-21,43;-51,38;-59,37;-26,83;20,08;-10,61;-87,16;-2,95;37,01;57,12;35,92;119,97;-172,46;239,43;-19,03;-28,79;-86,04;118,55;63,1;-154,4;-21,21;13,95;31,41;-97,51;-26,17;45,85;-68,25;135,97;-27,54;-83,91;56,15;-35,47;-116,73;-189,13;-114,35;51,67;-13,85;13,97;-26,29;-0,47;45,12;54,8;-125,18;55,31;-139,44;-40;-105,85;12,29;17,96;-160,7;33,54;67,8;285,32;55,65;72,17;-66,32;100,32;-78,97;-106,38;339,75;-90,12;-109,12;17,88;123,97;189,73;-207,35;5,75;463,05;55,1;-54,06;237,7;-51,41;73,35;-158,73;83,65;42,46;-296,86;-119,08;35,7;10,21
-7,1;7,79;-3,42;-0,07;1,62;-1,39;0,82;3,88;4,54;-14,07;16,44;4,86;1,46;6,71;4,79;5,54;17,2;-12,59;-7,32;16,95;-11,17;6,78;12,82;-1,93;-1,75;-4,34;5;-0,17;9,78;-14,71;-13,37;4,28;7,23;6,84;0,57;-5,82;2,55;4,19;6,96;-3,24;-1,01;14,55;8,77;5,1;1,46;-12,94;-5,67;9,34;-4,55;10,4;20,83;-18,37;34,92;-12,07;-4,42;18,2;10,22;7,37;18,09;-30,18;-25,6;35,79;-17,28;-23,95;-1,26;-12,45;19,15;9,27;5,91;29,44;23,55;-10,99;-22,29;17,26;2,33;12,28;-9,5;25,93;21,6;18,56;5,62;1,51;-14,12;-51,31;34,88;17,82;-22,25;20,77;-22,2;-52,36;-0,14;1,96;-18,51;16,96;2,78;-16,69;-10,47;-68,24;-3,55;-21,53;15,42;-40,8;-106,6;-32,68;52,91;21,55;-3,4;-23,43;-27,49;-20,72;21,7;42,6;-91,25;36,51;29,58;3,27;-59,09;-24,83;-30,31;2,81;10,5;17,61;-14,95;41,64;-15,48;-49,43;21,99;-51,89;-42,87;-36,42;-65,66;12;-43,93;-101,46;123,09;-32,97;10,58;-34,85;76,59;21,54;-82,43;47,43;6,49;-5,43;7,66;-10,05;60,37;41,72;-37,32;43,16;-56,81;-43,38;-20,74;19,39;-73,41;7,56;4,36;46;56,85;45,79;-5,83;145,4;-4,03;-50,31;16,56;-17,41;5,17;-101;15,46;-27,05;32,75;-82,38;18,07;-78,3;-12,74;16,94;-103,35;92,37;17,44;51,36;220,86;24,4;-65,24;-54,06;112,85;-83,95;-144,38;54,95;274,59;-16,85;41,14;197,96;14,78;93,14;-108,13;116,91;-39,9;-204,28;-50,69;-79,21;-4,48
-1,97;5,23;10,66;15,89;6,18;-9,97;-8,81;-1,79;-2,44;-11,21;15,14;20,96;-6,45;7,05;13,46;12,43;23,39;-3,35;8,82;28,75;-0,16;16,29;21,74;-20,27;-2,14;-1,1;13,64;-5,26;2,85;-0,81;-7,21;14,35;17,39;27,59;-8;-19,23;-3,66;2,03;-6,93;8,24;-3,59;10,69;13,05;-2,68;-14,05;-1,84;-6,69;-3,29;-14,17;10,87;12,34;-18,68;-21,25;1,62;3,44;26,08;34,92;4,39;6,92;-0,91;33,19;-13,25;0,72;29,45;-7,98;-28,44;-9,89;25,4;8,11;14,27;-3,88;18,69;21,88;-12,9;3,06;5,42;44,95;39,09;-16,4;-5,27;-12,95;27,67;-19,61;-45,72;-2,83;63,61;-8,19;7,82;-34,29;-71,96;-4,77;-13,19;-1,61;12,34;33,63;2,74;-32,39;46,58;-24,13;-23,59;19,42;-24,57;-128,62;-5,3;40,48;-6,96;-1,42;7,76;-45,43;2,24;2,89;36;-56,58;24,99;16,25;8,05;-11,94;-16,3;-57,15;-36,26;-20,03;-61,46;-26,26;-35,18;-27,31;25,32;34,14;-44,2;-15,89;57,9;63,8;31,84;-36,84;-17,32;183,7;-5,54;-35,61;-104,77;72,35;76,03;-74,48;132,59;18,36;40,97;-88,29;-24,01;86,33;-53,22;47,26;48,53;-129,61;24,9;-43,93;-14,95;-65,96;-89,08;80,78;15,54;44,09;26,59;-3,42;162,74;41,75;-66,26;22,23;11,52;-13,11;-173,71;-63,25;31,77;-175,5;5,46;24,73;151,18;25,77;-73,88;-61,55;95,15;-47,86;9,75;252,67;-3,3;-110,47;-50,88;129,6;79,32;-244,85;142,54;402,09;8,25;32,96;225,06;-26,01;82,18;-102,26;133,01;4,66;-376,93;-321,83;-20,51;16,84
-9,33;-2,88;5,02;-0,8;-3,8;2,33;-0,21;-7,22;6,87;-14,73;7,14;7,72;-0,67;10,19;23,92;3,63;20,17;1,04;11,66;22,15;8,19;32,78;11,06;-12,33;1,29;-2,65;3,18;1,16;7,29;-10,7;-15,08;0,52;11,31;11,1;3,08;-21,88;1,9;0,82;-4,4;6,99;-12,91;16,41;16,1;6,71;-15,48;4,18;-2,08;7,66;-2,46;19,78;-14,17;-23,41;-1,79;-15,96;-8,68;23,98;-2,66;-2,34;2,92;7,99;16,71;-1,1;6,46;28,04;-15,22;-15;-13,99;15,58;-10,41;26,81;13,62;20,18;7,94;9,82;14,54;-15,22;14,58;19,54;-11,63;-2,59;-12,1;2,59;-2,71;-41,98;21,5;52,2;-31,69;6,73;-22,54;-49,67;-5,26;-11,49;7,7;6,22;19,33;20,68;-13,21;26,59;3,82;-26,93;7,67;-38,17;-72,62;-1,14;18,9;6,69;-39,72;6,93;-33,82;-40,54;-46,14;29,05;-65,88;37,76;24,46;14,84;-1,41;-15,62;-22,48;24,76;-69,02;-48,33;-11,52;-36,34;-45,89;32,53;18,23;-37,51;26,48;22,39;53,43;43,24;0,19;-79,4;101,57;15,2;-17,17;-75,57;71,9;46,49;-71,89;63,75;10,13;53,92;-13,42;1,5;-33,37;14,53;154,14;9,95;-54,43;13,22;6,16;-49,69;-72,98;-18,54;29,03;41,05;-17,54;-8,22;-0,67;107,26;27,65;-64,9;16,96;-55,43;-73,66;-99,13;3,95;71,44;-116,49;-67,05;35,52;2,47;-26,73;20,96;-104,13;201,82;-27,66;-15,33;204,46;8,23;-64,49;104,47;116,86;102,23;-140,98;52,29;224,08;6,6;-51,72;141,71;-52,43;51,84;-77,24;85,77;35,41;-174,68;-96,62;-61,29;19,5
1,12;-9,7;0,59;-5,04;3,1;-10,29;3,45;-2,76;-4,9;-9,77;6,88;12,13;-12,69;10,15;13,87;2,12;13,42;1,23;-5,03;23,45;8,98;0,32;29,05;8,31;4,74;6,67;-5,25;-12,34;18,28;-1,44;-3,14;-4,35;12,63;22,25;5,48;-18,62;-3,37;-8,71;36,56;12,34;-8,56;14,18;4,57;-9,91;-1,48;2,17;-0,93;4,33;8,68;21,83;-1,28;6,74;-6,73;-15,43;-12,39;-8,95;-16,95;-0,47;-4,7;10,33;28,49;-15,15;-3,8;16,15;-10,04;-6,95;5,48;30,47;-15,18;18,48;56,06;25,37;9,43;-2,78;-21,33;-12,1;-57,85;54,71;-12,08;-9,63;-0,49;8,68;-26,85;-74,24;24,13;-59;-58,14;24,64;-10,42;-56,12;-1,75;-16,91;14,84;36,36;-47,04;-21,5;-21,43;1,69;-26,15;7,99;124,7;-17,43;-126,41;8,48;61,62;21,32;44,21;11,11;-39,56;19,95;-43,57;51,66;-77,48;15,11;-0,28;-11,08;-24,99;-4,42;-25,41;13,48;48,49;11,63;-6,33;6,67;29,88;30,25;-74,98;-34,83;9,98;28,61;24,1;52,12;-112,44;-68,53;114,76;38,19;-10,12;-35,99;62,81;-54,68;-66,43;125,95;-1,27;12,25;-5,15;-22,05;102,78;4,28;-177,25;13,57;-70,49;20,93;-55,99;225;-45,78;-25,94;-15,25;65,54;72,53;33,96;64,51;213,22;21,43;-55,35;3,69;33,8;98,51;-158,87;52,02;-29,45;-17,58;-89,4;9,31;-254,53;-60,12;-48,8;-127,53;24,46;-47,79;-65,64;225,55;-17,77;-73,3;-53,11;172,57;55,25;-201,39;119,92;345,47;3,65;89,89;246,03;6,21;-85,38;-114,34;172,22;-108,36;-286,19;54,03;-122,66;10,24
-4,06;-12,73;1,24;5,74;5,09;-7,4;-7,17;-4,41;8,87;-7,56;10,28;9,07;-0,04;2,84;2,68;19,72;1,82;2,67;5,8;22,71;7,68;12,52;10,1;-17,1;0,28;7,88;4,59;11,33;1,12;-11,41;-7,79;10,58;3,96;25,86;-1,93;-6,49;2,21;-5,75;5,91;6,78;-1,21;17,52;22,45;-1,16;-4,64;2,61;-6,47;3,78;3,56;0,73;8,14;-9,3;-6,46;-8,08;-7,84;2,22;12,78;-4,25;2,16;17,46;22,89;-16,9;16,54;-1,71;0,81;-17,94;1,06;21,69;-19,63;41,83;-3,83;20;-6,65;-5,5;6,23;-12,2;38,97;33,85;-19,05;0,73;7,89;2,92;4,06;-64,4;44,9;68,89;14,06;26,2;-23,63;-64,52;-1,28;9,55;2,24;-0,9;64;54,41;4,71;-3,76;-21,42;-22,55;14,78;1,01;-108,42;-2,08;59,63;0,89;-21,84;3,26;-15,16;-16,14;-70,72;65,25;-94,71;-2,83;32,77;21,86;30,75;-24,64;-21,92;17,34;-54,15;-12,32;-37,77;-16,81;-30,14;24,48;-23,14;-103,8;25,52;13,81;21,53;17,67;-20,96;-159,93;150,53;10,72;-12,86;-10,57;81,92;12,11;-88,07;14,99;-2,23;25,17;-80,27;-23,04;-106,36;-17,91;217,26;-10,86;-63,32;17,07;68,38;-150,94;-121,6;-35,21;42,23;-35,65;-50,17;-60,57;-37,56;170,19;20,39;-75,29;44,5;-5,86;-84,76;-131,94;-49,56;49,05;-50,21;60,45;50,78;246,52;25,29;17,94;-56,52;187,47;11;16,99;299,44;-68,45;-85,07;133,7;109,73;99,56;-180,07;-2,68;461,11;51,88;-108,47;272,18;-25,12;28,91;-145,18;159,8;142,16;-284,61;-61,53;30;58,77
